champion,build,c0_upper,c0_avg,c0_lower,c1_upper,c1_avg,c1_lower,c2_upper,c2_avg,c2_lower,c3_upper,c3_avg,c3_lower,c4_upper,c4_avg,c4_lower,c5_upper,c5_avg,c5_lower,c6_upper,c6_avg,c6_lower,c7_upper,c7_avg,c7_lower,c8_upper,c8_avg,c8_lower
Sejuani,item_tank,0.91456,0.49872,0.08288134270825598,0.0017,0.00011,0.0,0.31767,0.07164,0,0.11829,0.02097,0.0,0.15786,0.02452,0,0.70646,0.31898,0.0,0.00217,0.00019,0.0,0.24507,0.0648,0.0,0.0008,7e-05,0.0
Senna,item_ad,0.42607,0.16111,0.0,0.0,0.0,0.0,0.36701,0.08622,0,9e-05,0.0,0.0,1e-05,0.0,0,0.04019,0.0016,0.0,0.80632,0.42443,0.04255120383283684,0.71279,0.32664,0.0,0.0,0.0,0.0
Seraphine,item_ap,0.22935,0.04835,0.0,0.91452,0.48269,0.050864955310679916,0.00101,8e-05,0,0.40797,0.13305,0.0,0.38971,0.09559,0,0.05893,0.00606,0.0,0.00011,1e-05,0.0,0.00041,4e-05,0.0,0.57609,0.23414,0.0
Seraphine,item_support,0.14904,0.02565,0.0,1.13628,0.72881,0.3213541435248861,0.00024,2e-05,0,0.39067,0.11428,0.0,0.36268,0.08431,0,0.05055,0.00597,0.0,4e-05,0.0,0.0,0.05298,0.00336,0.0,0.19627,0.03758,0.0
Sett,item_bruiser,0.05154,0.00873,0.0,0.0,0.0,0.0,0.32548,0.07006,0,0.00046,3e-05,0.0,0.0,0.0,0,0.00097,5e-05,0.0,0.15264,0.03056,0.0,1.17081,0.89057,0.6103254840211207,0.0,0.0,0.0
Sett,item_tank,0.15364,0.03076,0.0,0.0,0.0,0.0,0.25957,0.04712,0,0.0029,0.00035,0.0,0.0,0.0,0,0.03906,0.00311,0.0,0.16412,0.03594,0.0,1.15475,0.88271,0.6106769139270489,0.0,0.0,0.0
Shaco,item_ad,0.76913,0.38727,0.005408927258625185,0.06265,0.00614,0.0,0.27542,0.05494,0,0.14888,0.02644,0.0,0.09176,0.01028,0,0.43728,0.15366,0.0,0.40118,0.13745,0.0,0.48033,0.18983,0.0,0.18519,0.034,0.0
Shaco,item_ap,0.14814,0.02221,0.0,0.25303,0.07888,0.0,0.00257,0.00016,0,0.44556,0.14743,0.0,0.35488,0.08144,0,0.11385,0.02461,0.0,4e-05,0.0,0.0,0.0274,0.00126,0.0,1.02655,0.64401,0.26146009045580887
Shen,item_tank,0.66549,0.30393,0.0,0.02424,0.00198,0.0,0.25319,0.05025,0,0.17426,0.03931,0.0,0.1793,0.02981,0,0.88161,0.46087,0.040127200133223295,0.07226,0.01154,0.0,0.32844,0.101,0.0,0.02441,0.0013,0.0
Shyvana,item_ap,0.45914,0.16149,0.0,0.32946,0.11176,0.0,0.05616,0.00355,0,0.57071,0.23805,0.0,0.27429,0.05259,0,0.02915,0.00287,0.0,0.0,0.0,0.0,0.03405,0.00167,0.0,0.80722,0.42803,0.048834035101647244
Singed,item_ap,0.14432,0.0316,0.0,0.1998,0.0513,0.0,0.00044,5e-05,0,0.92039,0.50012,0.07986144309579202,0.34575,0.07775,0,0.35672,0.11634,0.0,4e-05,0.0,0.0,0.00643,0.00052,0.0,0.54781,0.22231,0.0
Singed,item_tank,0.20784,0.05782,0.0,0.23989,0.06688,0.0,0.006,0.00096,0,0.73954,0.35392,0.0,0.35995,0.08379,0,0.68492,0.3091,0.0,0.00066,5e-05,0.0,0.00827,0.00121,0.0,0.37506,0.12628,0.0
Sion,item_ad,0.76798,0.39643,0.024887952236242794,0.0,0.0,0.0,0.3941,0.09701,0,6e-05,1e-05,0.0,0.0,0.0,0,0.03448,0.00363,0.0,0.64613,0.29436,0.0,0.51315,0.20855,0.0,0.0,0.0,0.0
Sion,item_tank,1.0592,0.69335,0.32750494369903593,0.0,0.0,0.0,0.32622,0.07075,0,0.02436,0.00256,0.0,0.02675,0.00125,0,0.38703,0.12994,0.0,0.0494,0.00357,0.0,0.31853,0.09857,0.0,0.0,0.0,0.0
Sivir,item_ad,0.08354,0.01819,0.0,0.00397,0.0001,0.0,0.322,0.0688,0,0.0,0.0,0.0,0.0,0.0,0,0.04437,0.00195,0.0,1.15567,0.84384,0.5320166365721304,0.26382,0.06711,0.0,3e-05,0.0,0.0
Skarner,item_tank,0.59299,0.27146,0.0,0.00292,0.00026,0.0,0.26075,0.05027,0,0.18486,0.04153,0.0,0.13281,0.0173,0,0.84242,0.43469,0.026952066945442554,0.25853,0.06798,0.0,0.34759,0.11443,0.0,0.02367,0.00209,0.0
Sona,item_ap,0.22828,0.05014,0.0,1.13621,0.72424,0.31226168030329904,0.01166,0.00091,0,0.40657,0.12982,0.0,0.35795,0.08306,0,0.06368,0.00623,0.0,0.02188,0.00156,0.0,0.01305,0.00108,0.0,0.02978,0.00296,0.0
Sona,item_support,0.1484,0.02396,0.0,1.17398,0.7857,0.3974129971274235,0.03675,0.00132,0,0.36315,0.09906,0.0,0.3677,0.08651,0,0.03862,0.00183,0.0,0.00572,0.00021,0.0,0.014,0.00131,0.0,0.00213,0.0001,0.0
Soraka,item_ap,0.10249,0.01128,0.0,1.17399,0.81533,0.45667503703258433,7e-05,1e-05,0,0.38983,0.11347,0.0,0.27938,0.05356,0,0.08273,0.00593,0.0,2e-05,0.0,0.0,0.00091,7e-05,0.0,0.00433,0.00034,0.0
Soraka,item_support,0.05667,0.00385,0.0,1.18498,0.79914,0.4132999773165565,1e-05,0.0,0,0.42481,0.11965,0.0,0.34076,0.07583,0,0.03495,0.00134,0.0,1e-05,0.0,0.0,0.00119,0.00011,0.0,0.00198,8e-05,0.0
Soraka,item_tank,0.08298,0.00775,0.0,1.18443,0.82497,0.46550450202288157,4e-05,0.0,0,0.3381,0.08703,0.0,0.34441,0.07722,0,0.0432,0.00239,0.0,0.00202,9e-05,0.0,0.00126,0.00012,0.0,0.01027,0.00043,0.0
Swain,item_ap,0.2156,0.04622,0.0,0.34496,0.10289,0.0,0.00284,0.00024,0,1.10805,0.72767,0.3472872878712359,0.34682,0.07835,0,0.05474,0.00641,0.0,1e-05,0.0,0.0,0.00231,0.00011,0.0,0.18322,0.03811,0.0
Sylas,item_ap,0.21533,0.05934,0.0,0.38082,0.12311,0.0,0.03983,0.002,0,1.02895,0.63077,0.23257834025952595,0.31185,0.06547,0,0.1308,0.02424,0.0,1e-05,0.0,0.0,0.00331,0.00031,0.0,0.3061,0.09474,0.0
Syndra,item_ap,0.14086,0.01892,0.0,0.31318,0.1099,0.0,0.02987,0.00118,0,0.30288,0.08261,0.0,0.33112,0.07244,0,0.0627,0.00704,0.0,0.00094,3e-05,0.0,0.00066,3e-05,0.0,1.061,0.70786,0.35470856862042854
TahmKench,item_tank,0.58785,0.26861,0.0,0.09915,0.01901,0.0,0.09999,0.01396,0,0.94428,0.56813,0.19198252542613486,0.3394,0.07996,0,0.19173,0.04302,0.0,0.00295,0.00012,0.0,0.03523,0.00452,0.0,0.02286,0.00266,0.0
Taliyah,item_ap,0.08072,0.01117,0.0,0.28158,0.09497,0.0,0.0098,0.00049,0,0.38333,0.12415,0.0,0.34173,0.07644,0,0.11624,0.01411,0.0,0.0,0.0,0.0,0.00039,2e-05,0.0,1.03945,0.67866,0.3178593792363495
Talon,item_ad,0.09466,0.01961,0.0,0.0,0.0,0.0,0.33043,0.07184,0,0.0,0.0,0.0,0.0,0.0,0,4e-05,0.0,0.0,1.0917,0.72248,0.35325499596471477,0.4852,0.18607,0.0,0.0,0.0,0.0
Talon,item_bruiser,0.26114,0.10392,0.0,0.0,0.0,0.0,0.2728,0.05128,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.80032,0.41109,0.02185278443992833,0.80224,0.43372,0.0651899245943276,0.0,0.0,0.0
Taric,item_tank,0.42736,0.1608,0.0,0.6578,0.27073,0.0,0.08973,0.01002,0,0.77841,0.39721,0.01600831854473045,0.27149,0.05374,0,0.26463,0.07073,0.0,0.02516,0.00314,0.0,0.1285,0.03349,0.0,0.00132,0.00014,0.0
Teemo,item_ap,0.24448,0.05095,0.0,0.29904,0.0943,0.0,0.05208,0.00286,0,0.44591,0.15235,0.0,0.37516,0.08985,0,0.14086,0.02569,0.0,0.004,0.00011,0.0,0.03164,0.0019,0.0,0.98051,0.58199,0.18347632988550527
Thresh,item_ad,0.87149,0.45474,0.03799324874247134,0.1015,0.01512,0.0,0.26538,0.05315,0,0.23489,0.05956,0.0,0.19486,0.03274,0,0.49533,0.17903,0.0,0.11416,0.01858,0.0,0.34477,0.10379,0.0,0.30402,0.08331,0.0
Thresh,item_tank,0.16085,0.03486,0.0,0.31612,0.09718,0.0,0.04633,0.00302,0,0.33403,0.1049,0.0,0.34566,0.07858,0,1.02847,0.63748,0.2464924137882054,0.00742,0.00037,0.0,0.03613,0.00234,0.0,0.17113,0.04126,0.0
Tristana,item_ad,0.19225,0.04323,0.0,0.00351,0.00011,0.0,0.33144,0.07233,0,0.00097,4e-05,0.0,0.00022,1e-05,0,0.01334,0.00078,0.0,0.95888,0.54452,0.13016233200066413,0.73053,0.33891,0.0,0.00218,6e-05,0.0
Trundle,item_bruiser,0.87648,0.53073,0.1849730896412432,2e-05,0.0,0.0,0.37901,0.09157,0,0.09063,0.00999,0.0,0.01909,0.00133,0,0.02441,0.00183,0.0,0.08067,0.011,0.0,0.67568,0.35357,0.03145025075988639,0.0,0.0,0.0
Trundle,item_tank,0.88278,0.5173,0.15181704591826573,0.0001,1e-05,0.0,0.34373,0.08002,0,0.28451,0.06999,0.0,0.15893,0.02326,0,0.09159,0.01112,0.0,0.10396,0.01134,0.0,0.60824,0.28696,0.0,0.0,0.0,0.0
Tryndamere,item_ad,0.24128,0.07594,0.0,0.0,0.0,0.0,0.35541,0.08153,0,7e-05,0.0,0.0,0.0,0.0,0,0.04176,0.00168,0.0,0.87099,0.4595,0.048009918681614305,0.7706,0.38134,0.0,2e-05,0.0,0.0
TwistedFate,item_ad,0.70839,0.317,0.0,0.28171,0.08178,0.0,0.2438,0.04376,0,0.18971,0.0428,0.0,0.19973,0.03124,0,0.17475,0.03784,0.0,0.20773,0.04787,0.0,0.56722,0.21852,0.0,0.50295,0.17919,0.0
TwistedFate,item_ap,0.22247,0.04321,0.0,0.42665,0.17605,0.0,0.03535,0.00163,0,0.28355,0.08206,0.0,0.37473,0.0897,0,0.09359,0.01481,0.0,1e-05,0.0,0.0,0.03172,0.00112,0.0,0.95378,0.59142,0.22906511730672213
Twitch,item_ad,0.05225,0.00406,0.0,1e-05,0.0,0.0,0.34255,0.07656,0,0.00154,5e-05,0.0,0.0,0.0,0,0.04112,0.00159,0.0,0.59911,0.25375,0.0,1.05452,0.66399,0.2734583883315096,1e-05,0.0,0.0
